comment_text,severity
That was unnecessary,1
You are not very smart,1
This is pointless,1
You are being annoying,1
Please stop being rude,1
Please stop being rude,1
This is kind of stupid,1
This is kind of stupid,1
That was unnecessary,1
You are being annoying,1
Please stop being rude,1
That was a silly mistake,1
That was a silly mistake,1
Stop acting weird,1
You sound confused,1
This is kind of stupid,1
You sound confused,1
You are not very smart,1
That comment makes no sense,1
This is pointless,1
That was unnecessary,1
This is kind of stupid,1
That was a silly mistake,1
You are being annoying,1
Stop acting weird,1
That was unnecessary,1
That comment makes no sense,1
That was a silly mistake,1
You are being annoying,1
This is pointless,1
That was unnecessary,1
You sound confused,1
You are being annoying,1
You are not very smart,1
You are being annoying,1
You are not very smart,1
This is pointless,1
Stop acting weird,1
You are being annoying,1
Stop acting weird,1
That comment makes no sense,1
Please stop being rude,1
You are being annoying,1
Please stop being rude,1
That was unnecessary,1
You are not very smart,1
You sound confused,1
You are not very smart,1
This is pointless,1
Stop acting weird,1
You are being annoying,1
You are not very smart,1
You are not very smart,1
Stop acting weird,1
Stop acting weird,1
This is pointless,1
That was unnecessary,1
You sound confused,1
That comment makes no sense,1
This is pointless,1
You are not very smart,1
You are being annoying,1
You are being annoying,1
That was unnecessary,1
You are not very smart,1
This is pointless,1
This is kind of stupid,1
Stop acting weird,1
That was a silly mistake,1
This is kind of stupid,1
Please stop being rude,1
That comment makes no sense,1
That was unnecessary,1
Stop acting weird,1
That was a silly mistake,1
You are being annoying,1
This is pointless,1
That comment makes no sense,1
You are being annoying,1
You sound confused,1
This is pointless,1
This is kind of stupid,1
This is kind of stupid,1
Please stop being rude,1
That comment makes no sense,1
That comment makes no sense,1
Stop acting weird,1
This is kind of stupid,1
Stop acting weird,1
That was unnecessary,1
You sound confused,1
This is kind of stupid,1
That was unnecessary,1
You sound confused,1
That was unnecessary,1
You are not very smart,1
You are not very smart,1
That was unnecessary,1
This is pointless,1
That was unnecessary,1
That was a silly mistake,1
That was unnecessary,1
You are not very smart,1
You are not very smart,1
You sound confused,1
That comment makes no sense,1
You sound confused,1
You are being annoying,1
You sound confused,1
You are being annoying,1
Stop acting weird,1
That was a silly mistake,1
That was a silly mistake,1
That was a silly mistake,1
You are not very smart,1
Please stop being rude,1
That was unnecessary,1
Stop acting weird,1
That was a silly mistake,1
That comment makes no sense,1
That was unnecessary,1
You are being annoying,1
That was a silly mistake,1
You are being annoying,1
Please stop being rude,1
This is pointless,1
You are being annoying,1
Stop acting weird,1
You sound confused,1
You are being annoying,1
That comment makes no sense,1
That comment makes no sense,1
Stop acting weird,1
That was a silly mistake,1
You are being annoying,1
This is pointless,1
This is kind of stupid,1
This is pointless,1
This is kind of stupid,1
You are not very smart,1
Please stop being rude,1
You are not very smart,1
You are being annoying,1
That comment makes no sense,1
That comment makes no sense,1
That comment makes no sense,1
This is pointless,1
That was unnecessary,1
That was unnecessary,1
That comment makes no sense,1
You sound confused,1
That was a silly mistake,1
You are not very smart,1
This is pointless,1
You are not very smart,1
This is pointless,1
That was unnecessary,1
Stop acting weird,1
That was unnecessary,1
You are being annoying,1
You are not very smart,1
You sound confused,1
You are not very smart,1
This is pointless,1
This is kind of stupid,1
This is pointless,1
That comment makes no sense,1
That comment makes no sense,1
This is kind of stupid,1
You sound confused,1
You are being annoying,1
This is kind of stupid,1
Stop acting weird,1
That was unnecessary,1
This is pointless,1
This is pointless,1
Stop acting weird,1
Please stop being rude,1
This is pointless,1
Please stop being rude,1
You are not very smart,1
You sound confused,1
You are not very smart,1
This is kind of stupid,1
This is pointless,1
Stop acting weird,1
Stop acting weird,1
That was unnecessary,1
Stop acting weird,1
Please stop being rude,1
That comment makes no sense,1
You are being annoying,1
That was unnecessary,1
That comment makes no sense,1
That comment makes no sense,1
That was a silly mistake,1
That comment makes no sense,1
You are being annoying,1
You sound confused,1
That was a silly mistake,1
That comment makes no sense,1
Stop acting weird,1
This is pointless,1
This is pointless,1
Stop acting weird,1
That was a silly mistake,1
You are not very smart,1
That was a silly mistake,1
You are not very smart,1
You are being annoying,1
That was unnecessary,1
Please stop being rude,1
That comment makes no sense,1
Stop acting weird,1
That was unnecessary,1
That comment makes no sense,1
You are being annoying,1
You are not very smart,1
You are not very smart,1
That was unnecessary,1
That was unnecessary,1
You are not very smart,1
You sound confused,1
This is kind of stupid,1
You sound confused,1
You are being annoying,1
That was unnecessary,1
You sound confused,1
This is kind of stupid,1
You are being annoying,1
You are being annoying,1
You are being annoying,1
You are being annoying,1
You are not very smart,1
That comment makes no sense,1
Please stop being rude,1
Stop acting weird,1
That was a silly mistake,1
This is kind of stupid,1
Stop acting weird,1
You sound confused,1
That was a silly mistake,1
That was a silly mistake,1
Please stop being rude,1
That was a silly mistake,1
You are being annoying,1
That comment makes no sense,1
That comment makes no sense,1
This is pointless,1
You sound confused,1
That was unnecessary,1
That was a silly mistake,1
That was unnecessary,1
You are not very smart,1
That was a silly mistake,1
This is pointless,1
This is pointless,1
This is kind of stupid,1
This is pointless,1
You are not very smart,1
This is pointless,1
That was a silly mistake,1
You sound confused,1
That was unnecessary,1
This is pointless,1
This is pointless,1
You are being annoying,1
Please stop being rude,1
You are being annoying,1
That comment makes no sense,1
Please stop being rude,1
You sound confused,1
That was unnecessary,1
This is kind of stupid,1
You are not very smart,1
That was a silly mistake,1
Please stop being rude,1
That comment makes no sense,1
This is pointless,1
That was a silly mistake,1
That was a silly mistake,1
That comment makes no sense,1
This is kind of stupid,1
Please stop being rude,1
This is kind of stupid,1
Stop acting weird,1
You sound confused,1
Stop acting weird,1
This is kind of stupid,1
This is pointless,1
This is kind of stupid,1
You are being annoying,1
That comment makes no sense,1
You are not very smart,1
Stop acting weird,1
You are not very smart,1
Stop acting weird,1
That was unnecessary,1
This is pointless,1
Stop acting weird,1
That comment makes no sense,1
Stop acting weird,1
That was a silly mistake,1
You sound confused,1
Please stop being rude,1
Please stop being rude,1
That was unnecessary,1
Please stop being rude,1
That was unnecessary,1
This is pointless,1
Stop acting weird,1
Please stop being rude,1
That was unnecessary,1
You are being annoying,1
That was unnecessary,1
You are being annoying,1
That was a silly mistake,1
You sound confused,1
You are being annoying,1
That was a silly mistake,1
You sound confused,1
You are being annoying,1
This is kind of stupid,1
That comment makes no sense,1
This is kind of stupid,1
That comment makes no sense,1
Stop acting weird,1
That was a silly mistake,1
Please stop being rude,1
You sound confused,1
That was unnecessary,1
Please stop being rude,1
You are being annoying,1
You are not very smart,1
You sound confused,1
This is pointless,1
You are not very smart,1
This is pointless,1
You sound confused,1
You are being annoying,1
This is pointless,1
That was a silly mistake,1
That was a silly mistake,1
You are not very smart,1
You sound confused,1
This is kind of stupid,1
This is pointless,1
This is pointless,1
You are not very smart,1
Stop acting weird,1
This is kind of stupid,1
That was unnecessary,1
That was unnecessary,1
This is kind of stupid,1
That was a silly mistake,1
You sound confused,1
Please stop being rude,1
Please stop being rude,1
You are not very smart,1
Please stop being rude,1
You are not very smart,1
You are being annoying,1
That was a silly mistake,1
That was unnecessary,1
You are being annoying,1
This is pointless,1
That comment makes no sense,1
That was unnecessary,1
You are not very smart,1
You are not very smart,1
You are being annoying,1
That was a silly mistake,1
You are not very smart,1
That comment makes no sense,1
This is pointless,1
That was a silly mistake,1
You are being annoying,1
Stop acting weird,1
That was unnecessary,1
You sound confused,1
That was a silly mistake,1
You sound confused,1
That was a silly mistake,1
You are being annoying,1
That comment makes no sense,1
That was a silly mistake,1
That was unnecessary,1
This is kind of stupid,1
Stop acting weird,1
That was a silly mistake,1
Please stop being rude,1
This is pointless,1
That was unnecessary,1
Stop acting weird,1
You are not very smart,1
This is kind of stupid,1
You are being annoying,1
That was a silly mistake,1
You are being annoying,1
That comment makes no sense,1
That was a silly mistake,1
Stop acting weird,1
You are being annoying,1
That comment makes no sense,1
That was a silly mistake,1
Stop acting weird,1
You are being annoying,1
That was a silly mistake,1
Please stop being rude,1
You are not very smart,1
This is kind of stupid,1
You sound confused,1
Please stop being rude,1
That comment makes no sense,1
This is kind of stupid,1
That was unnecessary,1
That comment makes no sense,1
Please stop being rude,1
This is kind of stupid,1
That was unnecessary,1
You are not very smart,1
You sound confused,1
That was a silly mistake,1
That was a silly mistake,1
That was a silly mistake,1
You are being annoying,1
You are being annoying,1
That was a silly mistake,1
That was a silly mistake,1
Please stop being rude,1
Please stop being rude,1
You are being annoying,1
Please stop being rude,1
You sound confused,1
This is kind of stupid,1
This is kind of stupid,1
Please stop being rude,1
This is pointless,1
That comment makes no sense,1
That was a silly mistake,1
You sound confused,1
This is kind of stupid,1
You are being annoying,1
That was a silly mistake,1
That was a silly mistake,1
Please stop being rude,1
You are being annoying,1
That was a silly mistake,1
This is kind of stupid,1
That comment makes no sense,1
You are not very smart,1
Please stop being rude,1
This is kind of stupid,1
This is kind of stupid,1
That was a silly mistake,1
That was unnecessary,1
You are being annoying,1
That was a silly mistake,1
You are being annoying,1
Please stop being rude,1
This is kind of stupid,1
That was a silly mistake,1
That was unnecessary,1
You are being annoying,1
You are not very smart,1
You are not very smart,1
You are being annoying,1
That was a silly mistake,1
That was unnecessary,1
That was unnecessary,1
You sound confused,1
That comment makes no sense,1
This is kind of stupid,1
Please stop being rude,1
That was unnecessary,1
You sound confused,1
That was a silly mistake,1
That was unnecessary,1
This is kind of stupid,1
You are not very smart,1
You sound confused,1
That was a silly mistake,1
That was a silly mistake,1
That was a silly mistake,1
That was a silly mistake,1
That was unnecessary,1
You sound confused,1
That comment makes no sense,1
That comment makes no sense,1
That was unnecessary,1
That was unnecessary,1
That was a silly mistake,1
You are being annoying,1
You sound confused,1
Please stop being rude,1
That comment makes no sense,1
This is kind of stupid,1
You are not very smart,1
That comment makes no sense,1
That was unnecessary,1
That was a silly mistake,1
You are being annoying,1
You sound confused,1
Stop acting weird,1
That was unnecessary,1
This is pointless,1
You are not very smart,1
That comment makes no sense,1
You are not very smart,1
You are not very smart,1
Stop acting weird,1
You sound confused,1
That comment makes no sense,1
That was a silly mistake,1
That was a silly mistake,1
Please stop being rude,1
That was a silly mistake,1
This is pointless,1
Stop acting weird,1
Stop acting weird,1
You sound confused,1
This is kind of stupid,1
This is pointless,1
You are being annoying,1
That was unnecessary,1
This is kind of stupid,1
You are being annoying,1
That was unnecessary,1
You sound confused,1
Please stop being rude,1
Stop acting weird,1
That was unnecessary,1
That comment makes no sense,1
That was unnecessary,1
That was unnecessary,1
Stop acting weird,1
This is pointless,1
This is pointless,1
You are being annoying,1
You sound confused,1
Stop acting weird,1
This is kind of stupid,1
This is kind of stupid,1
Stop acting weird,1
You are not very smart,1
You are not very smart,1
This is kind of stupid,1
You are being annoying,1
You sound confused,1
You sound confused,1
This is pointless,1
That was a silly mistake,1
Please stop being rude,1
This is pointless,1
That was unnecessary,1
That comment makes no sense,1
That was a silly mistake,1
That comment makes no sense,1
This is pointless,1
That was a silly mistake,1
That was a silly mistake,1
Stop acting weird,1
You are not very smart,1
You are being annoying,1
You sound confused,1
Please stop being rude,1
You are not very smart,1
That comment makes no sense,1
That comment makes no sense,1
This is pointless,1
You are not very smart,1
You are being annoying,1
Please stop being rude,1
This is pointless,1
That comment makes no sense,1
That was unnecessary,1
Please stop being rude,1
That was unnecessary,1
This is kind of stupid,1
That was a silly mistake,1
Please stop being rude,1
You are being annoying,1
You are not very smart,1
That was unnecessary,1
Please stop being rude,1
That was a silly mistake,1
That was a silly mistake,1
This is kind of stupid,1
That was a silly mistake,1
You sound confused,1
That comment makes no sense,1
Please stop being rude,1
That comment makes no sense,1
Please stop being rude,1
That was a silly mistake,1
Stop acting weird,1
That comment makes no sense,1
You are not very smart,1
This is kind of stupid,1
This is kind of stupid,1
That was unnecessary,1
You are not very smart,1
That comment makes no sense,1
That was a silly mistake,1
You are being annoying,1
That was unnecessary,1
That comment makes no sense,1
Please stop being rude,1
That was unnecessary,1
That was unnecessary,1
That comment makes no sense,1
This is kind of stupid,1
Stop acting weird,1
That was unnecessary,1
That was unnecessary,1
You are not very smart,1
That comment makes no sense,1
You are being annoying,1
Stop acting weird,1
You are not very smart,1
You are not very smart,1
This is kind of stupid,1
That comment makes no sense,1
That was unnecessary,1
That comment makes no sense,1
That was unnecessary,1
That was a silly mistake,1
That was unnecessary,1
You sound confused,1
You are being annoying,1
That comment makes no sense,1
You sound confused,1
That was unnecessary,1
You are being annoying,1
Please stop being rude,1
You are being annoying,1
You are being annoying,1
That comment makes no sense,1
Stop acting weird,1
Stop acting weird,1
This is kind of stupid,1
That was unnecessary,1
This is kind of stupid,1
Stop acting weird,1
You are being annoying,1
That was unnecessary,1
You sound confused,1
Please stop being rude,1
Please stop being rude,1
Please stop being rude,1
You are not very smart,1
That was unnecessary,1
You are not very smart,1
You are not very smart,1
Stop acting weird,1
This is kind of stupid,1
You are not very smart,1
You sound confused,1
You sound confused,1
That was a silly mistake,1
You are being annoying,1
You sound confused,1
That was unnecessary,1
That was a silly mistake,1
You are not very smart,1
That comment makes no sense,1
You are being annoying,1
You are not very smart,1
Please stop being rude,1
This is pointless,1
You are being annoying,1
This is pointless,1
That was unnecessary,1
You are being annoying,1
Nobody respects your opinion,2
That was extremely stupid,2
You have no idea what you are doing,2
This is absolute garbage,2
You are embarrassingly ignorant,2
This is pathetic nonsense,2
You are a total failure,2
You are embarrassingly ignorant,2
This is pathetic nonsense,2
That was extremely stupid,2
This is absolute garbage,2
Nobody respects your opinion,2
That was incredibly dumb,2
You always ruin everything,2
That was extremely stupid,2
This is absolute garbage,2
You are completely useless,2
That was extremely stupid,2
That was extremely stupid,2
You have no idea what you are doing,2
You are embarrassingly ignorant,2
You are embarrassingly ignorant,2
That was incredibly dumb,2
This is pathetic nonsense,2
This is absolute garbage,2
This is pathetic nonsense,2
You are a total failure,2
That was extremely stupid,2
That was extremely stupid,2
That was incredibly dumb,2
That was extremely stupid,2
That was extremely stupid,2
You always ruin everything,2
This is pathetic nonsense,2
You are embarrassingly ignorant,2
You always ruin everything,2
That was incredibly dumb,2
That was incredibly dumb,2
You are a total failure,2
You always ruin everything,2
You have no idea what you are doing,2
This is pathetic nonsense,2
You are completely useless,2
Nobody respects your opinion,2
That was incredibly dumb,2
Nobody respects your opinion,2
That was incredibly dumb,2
You are embarrassingly ignorant,2
This is pathetic nonsense,2
You have no idea what you are doing,2
You are embarrassingly ignorant,2
Nobody respects your opinion,2
You have no idea what you are doing,2
This is pathetic nonsense,2
That was incredibly dumb,2
This is absolute garbage,2
You are completely useless,2
You always ruin everything,2
This is pathetic nonsense,2
This is absolute garbage,2
Nobody respects your opinion,2
This is absolute garbage,2
That was incredibly dumb,2
This is pathetic nonsense,2
You are embarrassingly ignorant,2
You are completely useless,2
That was incredibly dumb,2
You are completely useless,2
That was extremely stupid,2
You are embarrassingly ignorant,2
You are completely useless,2
This is pathetic nonsense,2
That was extremely stupid,2
This is pathetic nonsense,2
You are embarrassingly ignorant,2
This is absolute garbage,2
You are a total failure,2
This is pathetic nonsense,2
That was incredibly dumb,2
This is absolute garbage,2
You are completely useless,2
You are a total failure,2
You are a total failure,2
You are completely useless,2
Nobody respects your opinion,2
You always ruin everything,2
You are embarrassingly ignorant,2
This is pathetic nonsense,2
You have no idea what you are doing,2
That was extremely stupid,2
You are a total failure,2
You have no idea what you are doing,2
That was extremely stupid,2
You always ruin everything,2
You are embarrassingly ignorant,2
You are embarrassingly ignorant,2
You have no idea what you are doing,2
You are completely useless,2
This is absolute garbage,2
That was extremely stupid,2
This is absolute garbage,2
That was extremely stupid,2
Nobody respects your opinion,2
Nobody respects your opinion,2
This is absolute garbage,2
Nobody respects your opinion,2
You are a total failure,2
You are completely useless,2
This is pathetic nonsense,2
You are embarrassingly ignorant,2
You are a total failure,2
You are embarrassingly ignorant,2
That was incredibly dumb,2
You are a total failure,2
That was extremely stupid,2
You are completely useless,2
This is absolute garbage,2
Nobody respects your opinion,2
That was incredibly dumb,2
You are completely useless,2
This is pathetic nonsense,2
You are a total failure,2
This is absolute garbage,2
That was incredibly dumb,2
You are a total failure,2
That was extremely stupid,2
That was incredibly dumb,2
This is absolute garbage,2
That was incredibly dumb,2
This is pathetic nonsense,2
You have no idea what you are doing,2
You are embarrassingly ignorant,2
You are completely useless,2
That was extremely stupid,2
That was extremely stupid,2
Nobody respects your opinion,2
That was incredibly dumb,2
That was extremely stupid,2
That was incredibly dumb,2
Nobody respects your opinion,2
You are embarrassingly ignorant,2
This is absolute garbage,2
That was extremely stupid,2
That was incredibly dumb,2
That was extremely stupid,2
You have no idea what you are doing,2
You are completely useless,2
Nobody respects your opinion,2
That was incredibly dumb,2
You are completely useless,2
That was extremely stupid,2
You are embarrassingly ignorant,2
You are a total failure,2
You are embarrassingly ignorant,2
This is pathetic nonsense,2
You always ruin everything,2
This is pathetic nonsense,2
Nobody respects your opinion,2
Nobody respects your opinion,2
That was incredibly dumb,2
You have no idea what you are doing,2
This is absolute garbage,2
You are completely useless,2
You have no idea what you are doing,2
You are embarrassingly ignorant,2
You are completely useless,2
This is absolute garbage,2
That was extremely stupid,2
You have no idea what you are doing,2
That was extremely stupid,2
This is pathetic nonsense,2
You are a total failure,2
You have no idea what you are doing,2
You are a total failure,2
You are embarrassingly ignorant,2
Nobody respects your opinion,2
You always ruin everything,2
You have no idea what you are doing,2
That was incredibly dumb,2
This is absolute garbage,2
You have no idea what you are doing,2
You are completely useless,2
You always ruin everything,2
That was incredibly dumb,2
This is pathetic nonsense,2
That was extremely stupid,2
You always ruin everything,2
You are embarrassingly ignorant,2
You are completely useless,2
You have no idea what you are doing,2
Nobody respects your opinion,2
You are a total failure,2
You always ruin everything,2
Nobody respects your opinion,2
This is absolute garbage,2
You are completely useless,2
This is pathetic nonsense,2
You always ruin everything,2
This is absolute garbage,2
You have no idea what you are doing,2
You always ruin everything,2
You are completely useless,2
This is pathetic nonsense,2
This is pathetic nonsense,2
You are completely useless,2
This is absolute garbage,2
This is pathetic nonsense,2
That was extremely stupid,2
This is absolute garbage,2
This is absolute garbage,2
That was incredibly dumb,2
You are embarrassingly ignorant,2
That was extremely stupid,2
You are completely useless,2
This is absolute garbage,2
You always ruin everything,2
That was extremely stupid,2
You are embarrassingly ignorant,2
You are a total failure,2
You always ruin everything,2
This is pathetic nonsense,2
You are a total failure,2
You always ruin everything,2
This is absolute garbage,2
That was incredibly dumb,2
You are embarrassingly ignorant,2
This is absolute garbage,2
That was extremely stupid,2
You have no idea what you are doing,2
This is pathetic nonsense,2
You are completely useless,2
You always ruin everything,2
You have no idea what you are doing,2
You are completely useless,2
You have no idea what you are doing,2
Nobody respects your opinion,2
This is pathetic nonsense,2
This is absolute garbage,2
Nobody respects your opinion,2
You are completely useless,2
You always ruin everything,2
This is pathetic nonsense,2
You are completely useless,2
You always ruin everything,2
Nobody respects your opinion,2
You are completely useless,2
You are embarrassingly ignorant,2
Nobody respects your opinion,2
This is pathetic nonsense,2
You are completely useless,2
You are completely useless,2
You are completely useless,2
You have no idea what you are doing,2
You are completely useless,2
That was incredibly dumb,2
You are a total failure,2
You have no idea what you are doing,2
That was incredibly dumb,2
You always ruin everything,2
You have no idea what you are doing,2
You are completely useless,2
That was extremely stupid,2
You are completely useless,2
You are completely useless,2
You are a total failure,2
This is absolute garbage,2
That was extremely stupid,2
You are completely useless,2
You are a total failure,2
This is absolute garbage,2
That was extremely stupid,2
Nobody respects your opinion,2
You are embarrassingly ignorant,2
That was incredibly dumb,2
Nobody respects your opinion,2
You are completely useless,2
You always ruin everything,2
Nobody respects your opinion,2
That was extremely stupid,2
That was incredibly dumb,2
You are a total failure,2
That was extremely stupid,2
You have no idea what you are doing,2
This is pathetic nonsense,2
You are a total failure,2
This is absolute garbage,2
You are embarrassingly ignorant,2
You are completely useless,2
This is pathetic nonsense,2
You always ruin everything,2
You are embarrassingly ignorant,2
This is absolute garbage,2
You have no idea what you are doing,2
You have no idea what you are doing,2
That was extremely stupid,2
That was incredibly dumb,2
That was extremely stupid,2
You are completely useless,2
This is pathetic nonsense,2
You always ruin everything,2
That was extremely stupid,2
You always ruin everything,2
This is absolute garbage,2
You are embarrassingly ignorant,2
Nobody respects your opinion,2
Nobody respects your opinion,2
This is pathetic nonsense,2
You are a total failure,2
You are embarrassingly ignorant,2
You are embarrassingly ignorant,2
You have no idea what you are doing,2
You have no idea what you are doing,2
Nobody respects your opinion,2
You are completely useless,2
This is absolute garbage,2
This is pathetic nonsense,2
You are embarrassingly ignorant,2
You have no idea what you are doing,2
Nobody respects your opinion,2
You are embarrassingly ignorant,2
That was extremely stupid,2
You always ruin everything,2
That was incredibly dumb,2
You are embarrassingly ignorant,2
You always ruin everything,2
You are completely useless,2
You always ruin everything,2
This is pathetic nonsense,2
This is absolute garbage,2
Nobody respects your opinion,2
You are completely useless,2
That was extremely stupid,2
This is absolute garbage,2
This is pathetic nonsense,2
That was extremely stupid,2
Nobody respects your opinion,2
That was incredibly dumb,2
You are completely useless,2
That was incredibly dumb,2
You are a total failure,2
You are embarrassingly ignorant,2
You are completely useless,2
You always ruin everything,2
You are embarrassingly ignorant,2
You have no idea what you are doing,2
You always ruin everything,2
That was incredibly dumb,2
This is pathetic nonsense,2
You are embarrassingly ignorant,2
That was incredibly dumb,2
You have no idea what you are doing,2
That was incredibly dumb,2
Nobody respects your opinion,2
You are a total failure,2
That was incredibly dumb,2
You are embarrassingly ignorant,2
This is absolute garbage,2
This is pathetic nonsense,2
You have no idea what you are doing,2
Nobody respects your opinion,2
This is pathetic nonsense,2
Nobody respects your opinion,2
You have no idea what you are doing,2
You are embarrassingly ignorant,2
You are completely useless,2
This is pathetic nonsense,2
That was extremely stupid,2
That was incredibly dumb,2
That was incredibly dumb,2
You have no idea what you are doing,2
You are a total failure,2
That was extremely stupid,2
This is absolute garbage,2
You always ruin everything,2
You are completely useless,2
That was incredibly dumb,2
This is pathetic nonsense,2
That was incredibly dumb,2
You are completely useless,2
You are completely useless,2
You are completely useless,2
That was incredibly dumb,2
You are embarrassingly ignorant,2
This is absolute garbage,2
This is absolute garbage,2
You always ruin everything,2
You have no idea what you are doing,2
You are a total failure,2
This is pathetic nonsense,2
You are embarrassingly ignorant,2
You always ruin everything,2
Nobody respects your opinion,2
You always ruin everything,2
That was incredibly dumb,2
You are a total failure,2
That was extremely stupid,2
That was incredibly dumb,2
Nobody respects your opinion,2
This is pathetic nonsense,2
You are completely useless,2
You are a total failure,2
This is pathetic nonsense,2
You always ruin everything,2
This is absolute garbage,2
This is pathetic nonsense,2
This is absolute garbage,2
This is pathetic nonsense,2
You have no idea what you are doing,2
Nobody respects your opinion,2
This is absolute garbage,2
You have no idea what you are doing,2
This is absolute garbage,2
You are a total failure,2
You are embarrassingly ignorant,2
You are embarrassingly ignorant,2
That was extremely stupid,2
You are completely useless,2
You are a total failure,2
This is pathetic nonsense,2
You are embarrassingly ignorant,2
You always ruin everything,2
You are a total failure,2
This is absolute garbage,2
You are embarrassingly ignorant,2
Nobody respects your opinion,2
That was incredibly dumb,2
That was incredibly dumb,2
That was incredibly dumb,2
You are a total failure,2
You have no idea what you are doing,2
That was incredibly dumb,2
Nobody respects your opinion,2
You have no idea what you are doing,2
You are embarrassingly ignorant,2
That was extremely stupid,2
You are completely useless,2
You always ruin everything,2
You always ruin everything,2
That was incredibly dumb,2
You always ruin everything,2
Nobody respects your opinion,2
You are embarrassingly ignorant,2
You are embarrassingly ignorant,2
You are a total failure,2
You are completely useless,2
That was extremely stupid,2
You always ruin everything,2
You are a total failure,2
Nobody respects your opinion,2
That was incredibly dumb,2
That was extremely stupid,2
You are completely useless,2
You have no idea what you are doing,2
You are embarrassingly ignorant,2
You are a total failure,2
You are a total failure,2
This is absolute garbage,2
You are embarrassingly ignorant,2
This is pathetic nonsense,2
You always ruin everything,2
You have no idea what you are doing,2
You are completely useless,2
Nobody respects your opinion,2
You have no idea what you are doing,2
That was extremely stupid,2
That was incredibly dumb,2
You are a total failure,2
You are embarrassingly ignorant,2
You are completely useless,2
You are completely useless,2
You have no idea what you are doing,2
You always ruin everything,2
That was incredibly dumb,2
You always ruin everything,2
That was incredibly dumb,2
Nobody respects your opinion,2
You are completely useless,2
You are a total failure,2
That was incredibly dumb,2
You have no idea what you are doing,2
That was extremely stupid,2
You are completely useless,2
You are completely useless,2
That was extremely stupid,2
Nobody respects your opinion,2
Nobody respects your opinion,2
That was extremely stupid,2
That was incredibly dumb,2
You always ruin everything,2
That was incredibly dumb,2
You are a total failure,2
You are completely useless,2
This is absolute garbage,2
You are completely useless,2
Nobody respects your opinion,2
This is absolute garbage,2
You always ruin everything,2
You are a total failure,2
That was incredibly dumb,2
You are completely useless,2
Nobody respects your opinion,2
That was incredibly dumb,2
This is absolute garbage,2
You are a total failure,2
This is absolute garbage,2
This is pathetic nonsense,2
You have no idea what you are doing,2
That was extremely stupid,2
That was incredibly dumb,2
You have no idea what you are doing,2
You are embarrassingly ignorant,2
That was incredibly dumb,2
You are embarrassingly ignorant,2
This is pathetic nonsense,2
You are completely useless,2
This is absolute garbage,2
That was extremely stupid,2
You are a total failure,2
This is pathetic nonsense,2
This is absolute garbage,2
You are a total failure,2
You have no idea what you are doing,2
That was incredibly dumb,2
That was incredibly dumb,2
This is absolute garbage,2
You are a total failure,2
You are a total failure,2
Nobody respects your opinion,2
This is pathetic nonsense,2
You are completely useless,2
You are completely useless,2
This is pathetic nonsense,2
This is pathetic nonsense,2
Nobody respects your opinion,2
You are a total failure,2
This is pathetic nonsense,2
You are completely useless,2
That was extremely stupid,2
You are a total failure,2
You have no idea what you are doing,2
That was extremely stupid,2
You are completely useless,2
Nobody respects your opinion,2
You are embarrassingly ignorant,2
You always ruin everything,2
Nobody respects your opinion,2
You have no idea what you are doing,2
You have no idea what you are doing,2
Nobody respects your opinion,2
You are a total failure,2
That was extremely stupid,2
That was incredibly dumb,2
You have no idea what you are doing,2
This is absolute garbage,2
That was incredibly dumb,2
This is pathetic nonsense,2
Nobody respects your opinion,2
You always ruin everything,2
This is pathetic nonsense,2
You are completely useless,2
That was incredibly dumb,2
You are embarrassingly ignorant,2
You are completely useless,2
That was incredibly dumb,2
This is pathetic nonsense,2
This is absolute garbage,2
You always ruin everything,2
That was incredibly dumb,2
You are completely useless,2
You are completely useless,2
You are embarrassingly ignorant,2
You always ruin everything,2
You are completely useless,2
This is pathetic nonsense,2
That was extremely stupid,2
You have no idea what you are doing,2
You have no idea what you are doing,2
This is absolute garbage,2
Nobody respects your opinion,2
This is pathetic nonsense,2
Nobody respects your opinion,2
Nobody respects your opinion,2
You always ruin everything,2
This is absolute garbage,2
This is pathetic nonsense,2
This is absolute garbage,2
You are a total failure,2
This is absolute garbage,2
You always ruin everything,2
Nobody respects your opinion,2
That was incredibly dumb,2
That was extremely stupid,2
You are completely useless,2
This is pathetic nonsense,2
That was extremely stupid,2
You are a total failure,2
That was extremely stupid,2
You are embarrassingly ignorant,2
That was incredibly dumb,2
This is absolute garbage,2
You are a total failure,2
You always ruin everything,2
You have no idea what you are doing,2
You are completely useless,2
That was extremely stupid,2
You are a total failure,2
That was incredibly dumb,2
That was incredibly dumb,2
This is pathetic nonsense,2
You are completely useless,2
You are embarrassingly ignorant,2
That was extremely stupid,2
That was incredibly dumb,2
You always ruin everything,2
You always ruin everything,2
This is pathetic nonsense,2
This is absolute garbage,2
You are embarrassingly ignorant,2
That was incredibly dumb,2
You are completely useless,2
You always ruin everything,2
That was extremely stupid,2
Nobody respects your opinion,2
You are embarrassingly ignorant,2
You are completely useless,2
You have no idea what you are doing,2
That was extremely stupid,2
That was extremely stupid,2
This is pathetic nonsense,2
That was incredibly dumb,2
Nobody respects your opinion,2
You have no idea what you are doing,2
Nobody respects your opinion,2
This is pathetic nonsense,2
This is absolute garbage,2
You are completely useless,2
You are a total failure,2
You are a total failure,2
That was incredibly dumb,2
That was incredibly dumb,2
This is pathetic nonsense,2
